--------------------
BDMEP - INMET
--------------------
Estação           : CORRENTINA - BA (OMM: 83286)
Latitude  (graus) : -13.33
Longitude (graus) : -44.61
Altitude  (metros): 549.47
Estação Operante
Inicio de operação: 11/08/1975
Periodo solicitado dos dados: 01/01/1960 a 31/12/2017
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;
83286;31/12/2002;0000;27;1.530108;
83286;31/01/2003;0000;9;1.484946;
83286;28/02/2003;0000;9;1.939286;
83286;30/04/2003;0000;9;1.632148;
83286;31/05/2003;0000;27;2;
83286;30/06/2003;0000;27;1.92;
83286;31/07/2003;0000;9;2.222581;
83286;31/08/2003;0000;9;1.812903;
83286;30/09/2003;0000;9;2.586667;
83286;31/10/2003;0000;9;1.951613;
83286;30/11/2003;0000;9;1.703333;
83286;31/12/2003;0000;9;1.85;
83286;31/01/2004;0000;27;1.340323;
83286;29/02/2004;0000;9;1.236207;
83286;31/03/2004;0000;9;1.048387;
83286;30/04/2004;0000;9;1.235;
83286;31/05/2004;0000;9;1.603226;
83286;30/06/2004;0000;9;1.683333;
83286;31/08/2004;0000;9;2.129964;
83286;30/09/2004;0000;9;1.806122;
83286;31/10/2004;0000;9;1.741935;
83286;30/11/2004;0000;9;1.586667;
83286;31/12/2004;0000;9;1.216595;
83286;31/01/2005;0000;9;1.16129;
83286;28/02/2005;0000;9;1.339286;
83286;31/03/2005;0000;9;1.064516;
83286;30/04/2005;0000;9;1.361667;
83286;31/05/2005;0000;9;1.464516;
83286;30/06/2005;0000;9;1.64;
83286;31/08/2005;0000;9;1.914754;
83286;30/09/2005;0000;9;1.735;
83286;31/10/2005;0000;9;1.875806;
83286;30/11/2005;0000;9;1.545963;
83286;31/12/2005;0000;9;1.139408;
83286;31/01/2006;0000;9;1.453226;
83286;28/02/2006;0000;27;1.298214;
83286;31/03/2006;0000;9;1.141935;
83286;30/04/2006;0000;9;1.081667;
83286;31/05/2006;0000;9;1.164516;
83286;30/06/2006;0000;9;1.676667;
83286;31/07/2006;0000;9;1.540323;
83286;30/09/2006;0000;9;1.848815;
83286;31/10/2006;0000;9;1.504839;
83286;30/11/2006;0000;9;1.233333;
83286;31/12/2006;0000;9;1.309677;
83286;31/01/2007;0000;9;1.339641;
83286;28/02/2007;0000;9;1.2875;
83286;31/03/2007;0000;9;1.379265;
83286;30/04/2007;0000;9;1.261667;
83286;31/05/2007;0000;9;1.401613;
83286;30/06/2007;0000;9;1.623333;
83286;31/07/2007;0000;9;1.599277;
83286;30/09/2007;0000;9;2.165;
83286;31/10/2007;0000;9;1.924006;
83286;30/11/2007;0000;27;1.907497;
83286;31/12/2007;0000;9;1.35559;
83286;31/01/2008;0000;9;1.383871;
83286;29/02/2008;0000;9;1.413793;
83286;31/03/2008;0000;9;1.358065;
83286;30/04/2008;0000;9;1.07787;
83286;31/05/2008;0000;9;1.32623;
83286;30/06/2008;0000;9;1.687407;
83286;31/08/2008;0000;9;1.900233;
83286;30/09/2008;0000;9;1.553333;
83286;31/10/2008;0000;27;1.889604;
83286;30/11/2008;0000;9;1.286667;
83286;31/12/2008;0000;9;1.335;
83286;31/01/2009;0000;9;1.1125;
83286;28/02/2009;0000;9;1.266071;
83286;31/03/2009;0000;9;1.317742;
83286;30/04/2009;0000;9;0.965;
83286;31/05/2009;0000;9;1.168627;
83286;30/06/2009;0000;9;1.173333;
83286;31/07/2009;0000;9;1.31129;
83286;31/08/2009;0000;9;1.943548;
83286;30/09/2009;0000;27;1.621667;
83286;30/11/2009;0000;9;1.142373;
83286;31/12/2009;0000;9;1.240323;
83286;31/01/2010;0000;9;1.157143;
83286;28/02/2010;0000;9;1.289286;
83286;31/03/2010;0000;0;0.448387;
83286;30/04/2010;0000;0;0;
83286;31/05/2010;0000;0;0;
83286;30/06/2010;0000;27;1.14;
83286;31/07/2010;0000;9;1.817742;
83286;31/08/2010;0000;9;1.730645;
83286;31/10/2010;0000;27;1.504918;
83286;30/11/2010;0000;9;1.21;
83286;31/12/2010;0000;9;1.027419;
83286;31/01/2011;0000;9;1.205556;
83286;28/02/2011;0000;9;1.191071;
83286;31/03/2011;0000;9;1.019355;
83286;30/04/2011;0000;9;1.378333;
83286;31/05/2011;0000;9;1.477419;
83286;30/06/2011;0000;27;1.448333;
83286;31/08/2011;0000;9;1.729508;
83286;30/09/2011;0000;9;1.980702;
83286;31/10/2011;0000;9;1.527419;
83286;30/11/2011;0000;9;1.458333;
83286;31/12/2011;0000;9;1.166129;
83286;31/01/2012;0000;9;1.382692;
83286;29/02/2012;0000;9;1.453448;
83286;31/03/2012;0000;9;1.263333;
83286;30/04/2012;0000;27;1.381667;
83286;31/05/2012;0000;27;1.657895;
83286;30/06/2012;0000;27;1.435;
83286;31/07/2012;0000;27;1.732203;
83286;31/08/2012;0000;9;2.277419;
83286;31/10/2012;0000;9;1.732787;
83286;30/11/2012;0000;9;1.056667;
83286;31/12/2012;0000;9;1.154839;
83286;31/01/2013;0000;23;1.024528;
83286;28/02/2013;0000;5;1.453571;
83286;31/03/2013;0000;23;1.262903;
83286;30/04/2013;0000;9;1.186667;
83286;31/05/2013;0000;9;1.369355;
83286;30/06/2013;0000;9;1.505;
83286;31/08/2013;0000;9;1.735717;
83286;30/09/2013;0000;9;1.955172;
83286;31/10/2013;0000;9;1.509677;
83286;30/11/2013;0000;9;1.355;
83286;31/12/2013;0000;9;1.196774;
83286;31/01/2014;0000;9;1.209434;
83286;28/02/2014;0000;9;1.448214;
83286;31/03/2014;0000;9;1.114545;
