--------------------
BDMEP - INMET
--------------------
Estação           : BARREIRAS - BA (OMM: 83236)
Latitude  (graus) : -12.15
Longitude (graus) : -45
Altitude  (metros): 439.29
Estação Operante
Inicio de operação: 01/01/1924
Periodo solicitado dos dados: 01/01/1960 a 31/12/2017
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;
83236;31/07/1999;0000;14;2.38871;
83236;31/08/1999;0000;18;2.345161;
83236;30/09/1999;0000;5;1.945;
83236;31/10/1999;0000;5;1.857692;
83236;30/11/1999;0000;0;1.054444;
83236;31/12/1999;0000;0;1.092473;
83236;31/01/2000;0000;0;0.943011;
83236;29/02/2000;0000;0;1;
83236;31/03/2000;0000;0;1.206452;
83236;30/04/2000;0000;0;0.958889;
83236;31/05/2000;0000;0;0.86087;
83236;30/06/2000;0000;0;1.158889;
83236;31/07/2000;0000;0;1.294624;
83236;31/08/2000;0000;0;1.595699;
83236;30/09/2000;0000;18;1.99;
83236;31/10/2000;0000;0;1.768817;
83236;30/11/2000;0000;0;1.523333;
83236;31/12/2000;0000;0;1.324731;
83236;31/01/2001;0000;0;1.929032;
83236;28/02/2001;0000;0;1.661905;
83236;31/03/2001;0000;0;1.392473;
83236;30/04/2001;0000;0;1.308889;
83236;31/05/2001;0000;0;0.944086;
83236;30/06/2001;0000;18;1.828889;
83236;31/07/2001;0000;18;1.792473;
83236;31/08/2001;0000;14;2.567742;
83236;30/09/2001;0000;18;2.141111;
83236;31/10/2001;0000;18;1.677419;
83236;30/11/2001;0000;23;1.331111;
83236;31/12/2001;0000;0;1.386022;
83236;31/01/2002;0000;5;1.840774;
83236;28/02/2002;0000;5;1.698016;
83236;31/03/2002;0000;5;1.480106;
83236;30/04/2002;0000;18;1.508652;
83236;31/05/2002;0000;18;1.527107;
83236;30/06/2002;0000;9;1.636667;
83236;31/07/2002;0000;18;1.667391;
83236;31/08/2002;0000;5;1.868817;
83236;30/09/2002;0000;5;1.855556;
83236;31/10/2002;0000;5;2.007527;
83236;30/11/2002;0000;5;1.76;
83236;31/12/2002;0000;5;1.651613;
83236;31/01/2003;0000;0;1.394624;
83236;28/02/2003;0000;5;1.655952;
83236;31/03/2003;0000;0;1.51828;
83236;30/04/2003;0000;0;1.252222;
83236;31/05/2003;0000;14;1.727957;
83236;30/06/2003;0000;0;1.24;
83236;31/07/2003;0000;18;1.672043;
83236;31/08/2003;0000;0;1.54086;
83236;30/09/2003;0000;36;2.197778;
83236;31/10/2003;0000;18;1.887097;
83236;30/11/2003;0000;5;1.47;
83236;31/12/2003;0000;0;1.270968;
83236;31/01/2004;0000;0;1.147312;
83236;29/02/2004;0000;0;1.022989;
83236;31/03/2004;0000;0;0.96413;
83236;30/04/2004;0000;0;0.918889;
83236;31/05/2004;0000;0;1.151613;
83236;30/06/2004;0000;14;1.533333;
83236;31/07/2004;0000;0;1.5;
83236;31/08/2004;0000;0;1.428916;
83236;30/09/2004;0000;9;1.867778;
83236;31/10/2004;0000;0;1.597849;
83236;30/11/2004;0000;0;1.58;
83236;31/12/2004;0000;0;1.424731;
83236;31/01/2005;0000;0;1.825806;
83236;28/02/2005;0000;0;1.4;
83236;31/03/2005;0000;0;1.056989;
83236;30/04/2005;0000;0;1.191111;
